x	error_lagrange_uniform	error_lagrange_chebyshev	error_newton_uniform	error_newton_chebyshev
-6.283185307179586	0	0	1.4941212073036958	1.494121207303694
-6.282185307179586	44.33740325946766	44.337403259467756	1.4047000500813975	1.4047000500813958
-6.281185307179586	88.18641401621683	88.18641401621704	1.3169628132646287	1.3169628132646305
-6.280185307179585	131.55046900722408	131.55046900722436	1.2308918311189103	1.2308918311189103
-6.279185307179585	174.43298645462747	174.43298645462784	1.146469560810828	1.1464695608108293
-6.278185307179585	216.8373661467224	216.83736614672284	1.0636785817709113	1.0636785817709113
-6.277185307179584	258.7669895186611	258.7669895186618	0.9825015950593006	0.9825015950593003
-6.276185307179584	300.22521973285893	300.2252197328592	0.9029214227343808	0.9029214227343817
-6.275185307179584	341.2154017591056	341.21540175910604	0.8249210072243938	0.8249210072243942
-6.274185307179583	381.7408624543848	381.74086245438525	0.7484834107018379	0.7484834107018377
-6.273185307179583	421.80491064240096	421.8049106424019	0.6735918144608108	0.67359181446081
-6.272185307179583	461.41083719281744	461.4108371928185	0.6002295182971951	0.6002295182971953
-6.271185307179582	500.56191510020045	500.56191510020176	0.528379939891665	0.5283799398916643
-6.270185307179582	539.2613995626792	539.2613995626805	0.4580266141955909	0.45802661419558977
-6.269185307179582	577.5125280603127	577.5125280603135	0.3891531928196974	0.38915319281969696
-6.268185307179581	615.3185204331746	615.3185204331752	0.32174344342551686	0.32174344342551664
-6.267185307179581	652.6825789591447	652.682578959146	0.25578124911970646	0.25578124911970623
-6.2661853071795806	689.6078884314235	689.6078884314251	0.19125060785104842	0.1912506078510473
-6.26518530717958	726.0976162357541	726.0976162357547	0.12813563181025078	0.12813563181025
-6.26418530717958	762.1549124273644	762.1549124273654	0.06642054683249687	0.06642054683249676
-6.2631853071795796	797.7829098076279	797.7829098076287	0.006089691802667052	0.006089691802666941
-6.262185307179579	832.9847240004372	832.9847240004386	0.05287248193663263	0.05287248193663319
-6.261185307179579	867.7634535283031	867.763453528305	0.11048141117442623	0.11048141117442634
-6.2601853071795786	902.122179888167	902.1221798881691	0.1667524214180338	0.16675242141803315
-6.259185307179578	936.0639676269386	936.0639676269409	0.22170072747699432	0.22170072747699476
-6.258185307179578	969.5918644167525	969.5918644167546	0.2753414340444257	0.2753414340444259
-6.2571853071795775	1002.7089011299487	1002.7089011299512	0.32768953627568453	0.32768953627568437
-6.256185307179577	1035.4180919137752	1035.4180919137777	0.3787599203644147	0.37875992036441436
-6.255185307179577	1067.7224342648155	1067.7224342648171	0.42856736411601665	0.4285673641160171
-6.2541853071795765	1099.6249091031405	1099.6249091031425	0.4771265375184396	0.4771265375184399
-6.253185307179576	1131.1284808461871	1131.1284808461883	0.524452003310455	0.5244520033104552
-6.252185307179576	1162.2360974823603	1162.236097482362	0.5705582175473636	0.5705582175473645
-6.2511853071795755	1192.95069064437	1192.9506906443721	0.6154595301640765	0.6154595301640762
-6.250185307179575	1223.2751756822845	1223.275175682288	0.6591701855357156	0.659170185535716
-6.249185307179575	1253.2124517363318	1253.2124517363352	0.7017043230356674	0.7017043230356674
-6.2481853071795745	1282.7654018094054	1282.765401809406	0.743075977591094	0.743075977591094
-6.247185307179574	1311.9368928393233	1311.936892839325	0.7832990802359996	0.783299080235999
-6.246185307179574	1340.7297757708102	1340.7297757708125	0.8223874586617116	0.8223874586617127
-6.2451853071795735	1369.14688562721	1369.146885627213	0.8603548377649736	0.8603548377649738
-6.244185307179573	1397.1910415819382	1397.1910415819389	0.897214840193546	0.8972148401935459
-6.243185307179573	1424.8650470296552	1424.8650470296577	0.9329809868893133	0.9329809868893119
-6.2421853071795725	1452.1716896572002	1452.1716896572025	0.967666697629007	0.9676666976290066
-6.241185307179572	1479.1137415142293	1479.1137415142316	1.001285291562486	1.0012852915624861
-6.240185307179572	1505.693959083612	1505.693959083616	1.0338499877485812	1.0338499877485827
-6.2391853071795715	1531.9150833515657	1531.9150833515696	1.0653739056885936	1.0653739056885936
