x	f(x)	lagrange_uniform(x)	newton_uniform(x)	lagrange_chebyshev(x)	newton_chebyshev(x)
-6.283185307179586	0.9999999999999978	0.9999999999999978	0.9999999999999978	0.1320034492418726	0.13200344924187285
-6.282185307179586	0.9910403921519204	47.4557664197351	47.45576641973539	0.19503593338263256	0.19503593338263173
-6.281185307179586	0.9821611384315042	93.29688348313785	93.29688348313832	0.25621906176039844	0.2562190617603989
-6.280185307179585	0.9733615963131236	138.5285807546216	138.52858075462262	0.3155817761434335	0.3155817761434339
-6.279185307179585	0.9646411269266821	183.15605343679874	183.15605343679962	0.37315271556179574	0.37315271556179674
-6.278185307179585	0.9559990950620488	227.18446255574088	227.18446255574256	0.42896021862584127	0.428960218625842
-6.277185307179584	0.947434869173069	270.618935145401	270.61893514540327	0.48303232583101685	0.4830323258310182
-6.276185307179584	0.9389478213810621	313.46456443119416	313.46456443119604	0.5353967818490338	0.5353967818490329
-6.275185307179584	0.9305373274777262	355.7264100127399	355.7264100127413	0.5860810378054457	0.5860810378054463
-6.274185307179583	0.9222027669276485	397.40949804577707	397.4094980457791	0.6351122535437592	0.6351122535437586
-6.273185307179583	0.9139435228702784	438.5188214232506	438.5188214232532	0.6825172998760604	0.6825172998760609
-6.272185307179583	0.9057589821214236	479.0593399555631	479.05933995556563	0.7283227608203001	0.7283227608203007
-6.271185307179582	0.8976485351743219	519.0359805500154	519.0359805500187	0.7725549358242366	0.7725549358242371
-6.270185307179582	0.8896115762001557	558.4536373894184	558.4536373894219	0.8152398419761463	0.815239841976146
-6.269185307179582	0.8816475030481965	597.3171721098929	597.3171721098971	0.8564032162023346	0.8564032162023341
-6.268185307179581	0.8737557172455042	635.6314139778574	635.6314139778624	0.8960705174515267	0.896070517451526
-6.267185307179581	0.8659356239960991	673.4011600662038	673.401160066208	0.9342669288661922	0.9342669288661918
-6.2661853071795806	0.8581866321798003	710.6311754296621	710.6311754296654	0.971017359940871	0.9710173599408709
-6.26518530717958	0.8505081543505892	747.3261932793715	747.3261932793745	1.0063464486675575	1.0063464486675575
-6.26418530717958	0.8428996067345612	783.4909151566396	783.4909151566454	1.0402785636682077	1.040278563668207
-6.2631853071795796	0.8353604092275091	819.130011105921	819.1300111059281	1.0728378063144315	1.0728378063144313
-6.262185307179579	0.8278899853920191	854.2481198469817	854.2481198469859	1.104048012834431	1.1040480128344308
-6.261185307179579	0.8204877624542517	888.8498489462717	888.849848946277	1.1339327564072437	1.1339327564072434
-6.2601853071795786	0.8131531713003357	922.9397749875432	922.9397749875493	1.1625153492443505	1.1625153492443492
-6.259185307179578	0.8058856464723042	956.522443741645	956.5224437416483	1.1898188446587148	1.1898188446587137
-6.258185307179578	0.7986846261637454	989.6023703355417	989.6023703355464	1.215866039121308	1.2158660391213088
-6.2571853071795775	0.7915495522150447	1022.1840394205801	1022.1840394205883	1.2406794743051912	1.2406794743051903
-6.256185307179577	0.784479870108271	1054.2719053399587	1054.271905339966	1.2642814391171768	1.2642814391171757
-6.255185307179577	0.7774750289617508	1085.8703922954091	1085.8703922954173	1.286693971717197	1.2866939717171966
-6.2541853071795765	0.7705344815242171	1116.9838945131512	1116.9838945131596	1.30793886152537	1.3079388615253698
-6.253185307179576	0.7636576841686961	1147.6167764090417	1147.616776409048	1.3280376512168617	1.3280376512168612
-6.252185307179576	0.7568440968860612	1177.773372752975	1177.7733727529815	1.3470116387045936	1.3470116387045914
-6.2511853071795755	0.7500931832781933	1207.457988832526	1207.4579888325356	1.3648818791098423	1.364881879109842
-6.250185307179575	0.7434044105509019	1236.6749006158443	1236.674900615853	1.38166918672083	1.3816691867208297
-6.249185307179575	0.7367772495064981	1265.4283549137474	1265.4283549137551	1.3973941369392948	1.3973941369392946
-6.2481853071795745	0.7302111745360639	1293.722569541132	1293.7225695411435	1.4120770682151684	1.4120770682151687
-6.247185307179574	0.7237056636114615	1321.561733477585	1321.5617334775955	1.42573808396938	1.4257380839693803
-6.246185307179574	0.7172601982769762	1348.950007027262	1348.9500070272709	1.4383970545048543	1.438397054504854
-6.2451853071795735	0.7108742636407432	1375.891521978033	1375.891521978038	1.4500736189057526	1.450073618905753
-6.244185307179573	0.704547348365897	1402.3903817598652	1402.3903817598732	1.460787186925042	1.4607871869250404
-6.243185307179573	0.6982789446613795	1428.4506616025203	1428.4506616025276	1.4705569408603956	1.470556940860394
-6.2421853071795725	0.6920685482725585	1454.0764086924312	1454.0764086924414	1.4794018374185465	1.4794018374185474
-6.241185307179572	0.6859156584715491	1479.2716423289535	1479.271642328964	1.4873406095681119	1.4873406095681108
-6.240185307179572	0.6798197780472816	1504.0403540797843	1504.040354079793	1.4943917683809218	1.4943917683809211
-6.2391853071795715	0.6737804132953571	1528.3865079357386	1528.3865079357433	1.5005736048619813	1.50057360486198
-6.238185307179571	0.6677970740075903	1552.3140404647415	1552.3140404647513	1.505904191768045	1.505904191768044
-6.237185307179571	0.6618692734613801	1575.8268609651752	1575.826860965183	1.5104013854149094	1.5104013854149085
-6.2361853071795705	0.6559965284088508	1598.9288516184079	1598.9288516184176	1.5140828274734535	1.5140828274734506
-6.23518530717957	0.6501783590657036	1621.623867640698	1621.623867640708	1.516965946754486	1.516965946754484
-6.23418530717957	0.6444142890999208	1643.915737434349	1643.9157374343629	1.5190679609824806	1.519067960982479
-6.2331853071795695	0.6387038456202218	1665.8082627381625	1665.8082627381732	1.5204058785582006	1.5204058785581989
-6.232185307179569	0.6330465591643099	1687.3052187771598	1687.3052187771718	1.520996500310321	1.5209965003103194
-6.231185307179569	0.627441963686952	1708.4103544116642	1708.4103544116726	1.5208564212360698	1.52085642123607
-6.2301853071795685	0.6218895965477934	1729.127392285609	1729.127392285618	1.5200020322309624	1.5200020322309609
-6.229185307179568	0.6163889984990402	1749.4600289742132	1749.4600289742195	1.5184495218076495	1.5184495218076492
-6.228185307179568	0.610939713672957	1769.4119351309082	1769.4119351309175	1.516214877803992	1.5162148778039901
-6.2271853071795675	0.605541289569121	1788.9867556336185	1788.9867556336324	1.513313889080339	1.5133138890803386
-6.226185307179567	0.600193277041569	1808.1881097303315	1808.1881097303444	1.5097621472061413	1.5097621472061407
-6.225185307179567	0.5948952302857365	1827.0195911839617	1827.0195911839771	1.5055750481358818	1.5055750481358816
-6.2241853071795665	0.5896467068252343	1845.4847684165952	1845.4847684166036	1.500767793874431	1.5007677938744297
-6.223185307179566	0.5844472674984926	1863.587184652955	1863.5871846529672	1.49535539413184	1.4953553941318392
-6.222185307179566	0.5792964764451866	1881.3303580633155	1881.330358063326	1.4893526679676647	1.4893526679676636
-6.2211853071795655	0.5741939010925672	1898.7177819056178	1898.717781905624	1.482774245424818	1.4827742454248172
-6.220185307179565	0.5691391121416435	1915.752924666974	1915.7529246669883	1.4756345691530612	1.4756345691530608
-6.219185307179565	0.5641316835531681	1932.4392302045376	1932.439230204557	1.4679478960221424	1.4679478960221417
-6.2181853071795645	0.5591711925335454	1948.7801178856243	1948.7801178856398	1.4597282987246503	1.4597282987246505
-6.217185307179564	0.5542572195205767	1964.7789827272125	1964.7789827272227	1.4509896673686444	1.450989667368643
-6.216185307179564	0.5493893481690755	1980.4391955347792	1980.4391955347933	1.4417457110600835	1.4417457110600833
-6.2151853071795635	0.5445671653363884	1995.7641030405196	1995.7641030405252	1.4320099594751419	1.432009959475142
-6.214185307179563	0.539790261067738	2010.7570280407795	2010.757028040793	1.4217957644224286	1.4217957644224282
-6.213185307179563	0.535058228581501	2025.421269533033	2025.4212695330425	1.4111163013951784	1.4111163013951773
-6.2121853071795625	0.5303706642543748	2039.7601028519916	2039.7601028520019	1.3999845711134655	1.3999845711134644
-6.211185307179562	0.5257271676063867	2053.776779805251	2053.776779805267	1.388413401056482	1.388413401056482
-6.210185307179562	0.5211273412858536	2067.474528808177	2067.4745288081917	1.3764154469849426	1.3764154469849423
-6.2091853071795615	0.5165707910542173	2080.8565550181816	2080.856555018197	1.364003194453639	1.3640031944536393
-6.208185307179561	0.5120571257707821	2093.9260404683796	2093.926040468395	1.3511889603142353	1.351188960314234
-6.207185307179561	0.5075859573773889	2106.6861442005793	2106.6861442005893	1.3379848942083052	1.3379848942083057
-6.2061853071795605	0.503156900882948	2119.1400023976307	2119.1400023976485	1.3244029800507173	1.3244029800507175
-6.20518530717956	0.4987695743479359	2131.2907285152037	2131.2907285152173	1.3104550375033466	1.3104550375033457
-6.20418530717956	0.49442359886881204	2143.141413412845	2143.141413412857	1.2961527234392285	1.2961527234392272
-6.2031853071795595	0.4901185985623113	2154.6951254844603	2154.6951254844735	1.2815075333971615	1.2815075333971602
-6.202185307179559	0.48585420054971695	2165.9549107881912	2165.9549107882017	1.2665308030268234	1.266530803026822
-6.201185307179559	0.4816300349410372	2176.923793175603	2176.9237931756184	1.2512337095244412	1.2512337095244415
-6.2001853071795585	0.477445734819117	2187.60477442034	2187.604774420352	1.2356272730590792	1.2356272730590772
-6.199185307179558	0.4733009362237122	2198.000834346054	2198.0008343460686	1.219722358189549	1.2197223581895487
-6.198185307179558	0.469195278135455	2208.114930953829	2208.1149309538405	1.203529675272071	1.2035296752720697
-6.1971853071795575	0.4651284024598083	2217.950000548911	2217.9500005489303	1.1870597818586277	1.1870597818586266
-6.196185307179557	0.4610999540109681	2227.5089578669	2227.508957866913	1.170323084086158	1.1703230840861576
-6.195185307179557	0.4571095804956726	2236.794696199231	2236.7946961992393	1.1533298380565653	1.1533298380565637
-6.1941853071795565	0.453156932497014	2245.810087518158	2245.8100875181676	1.1360901512076218	1.1360901512076211
-6.193185307179556	0.44924166345818395	2254.5579826010994	2254.5579826011026	1.1186139836748175	1.1186139836748168
-6.192185307179556	0.4453634296661782	2263.0412111543187	2263.0412111543346	1.1009111496441735	1.100911149644173
-6.1911853071795555	0.4415218902354894	2271.2625819361397	2271.2625819361547	1.0829913186960949	1.082991318696095
