x	error_lagrange_uniform	error_lagrange_chebyshev	error_newton_uniform	error_newton_chebyshev
-6.283185307179586	0	0	0.9440342715578828	0.9440342715578828
-6.282185307179586	0.008959607848077367	0.008959607848077367	0.9350301292329564	0.9350301292329564
-6.281185307179586	0.01783886156849357	0.01783886156849357	0.9261063504872035	0.9261063504872035
-6.280185307179585	0.026638403686874312	0.0266384036868742	0.9172622927949985	0.9172622927949984
-6.279185307179585	0.035358873073315644	0.035358873073315644	0.9084973172862449	0.9084973172862449
-6.278185307179585	0.04400090493794895	0.04400090493794895	0.899810788750812	0.899810788750812
-6.277185307179584	0.05256513082692871	0.05256513082692882	0.8912020756425447	0.8912020756425447
-6.276185307179584	0.06105217861893564	0.06105217861893564	0.8826705500827629	0.8826705500827629
-6.275185307179584	0.06946267252227156	0.06946267252227156	0.8742155878631643	0.8742155878631643
-6.274185307179583	0.07779723307234931	0.07779723307234931	0.8658365684483362	0.8658365684483362
-6.273185307179583	0.08605647712971953	0.08605647712971942	0.8575328749777281	0.8575328749777281
-6.272185307179583	0.0942410178785743	0.0942410178785742	0.8493038942671477	0.8493038942671477
-6.271185307179582	0.10235146482567603	0.10235146482567592	0.8411490168098327	0.8411490168098327
-6.270185307179582	0.11038842379984215	0.11038842379984204	0.8330676367769656	0.8330676367769656
-6.269185307179582	0.11835249695180139	0.11835249695180128	0.8250591520178178	0.8250591520178178
-6.268185307179581	0.12624428275449384	0.12624428275449362	0.8171229640594491	0.8171229640594492
-6.267185307179581	0.13406437600389864	0.13406437600389864	0.8092584781058801	0.8092584781058801
-6.2661853071795806	0.1418133678201976	0.1418133678201975	0.8014651030369297	0.8014651030369297
-6.26518530717958	0.14949184564940865	0.14949184564940854	0.7937422514065794	0.7937422514065794
-6.26418530717958	0.1571003932654368	0.15710039326543657	0.7860893394409245	0.7860893394409245
-6.2631853071795796	0.16463959077248858	0.1646395907724887	0.7785057870357578	0.7785057870357578
-6.262185307179579	0.1721100146079786	0.1721100146079787	0.7709910177536655	0.7709910177536655
-6.261185307179579	0.17951223754574608	0.17951223754574608	0.7635444588208082	0.7635444588208082
-6.2601853071795786	0.1868468286996623	0.18684682869966207	0.7561655411233147	0.7561655411233147
-6.259185307179578	0.1941143535276938	0.19411435352769357	0.748853699203218	0.748853699203218
-6.258185307179578	0.2013153738362523	0.20131537383625242	0.7416083712541063	0.7416083712541063
-6.2571853071795775	0.20845044778495303	0.20845044778495303	0.7344289991163652	0.7344289991163652
-6.256185307179577	0.21552012989172675	0.21552012989172675	0.7273150282720633	0.7273150282720633
-6.255185307179577	0.22252497103824698	0.22252497103824698	0.7202659078395272	0.7202659078395272
-6.2541853071795765	0.22946551847578067	0.22946551847578067	0.71328109056749	0.71328109056749
-6.253185307179576	0.23634231583130183	0.23634231583130172	0.7063600328289777	0.7063600328289777
-6.252185307179576	0.24315590311393664	0.24315590311393653	0.6995021946148642	0.6995021946148642
-6.2511853071795755	0.24990681672180448	0.24990681672180448	0.6927070395270297	0.6927070395270297
-6.250185307179575	0.2565955894490958	0.2565955894490959	0.6859740347712842	0.6859740347712842
-6.249185307179575	0.26322275049349964	0.26322275049349964	0.6793026511499387	0.6793026511499386
-6.2481853071795745	0.2697888254639341	0.2697888254639339	0.6726923630540749	0.6726923630540749
-6.247185307179574	0.2762943363885363	0.2762943363885363	0.6661426484555555	0.6661426484555554
-6.246185307179574	0.2827398017230216	0.2827398017230216	0.6596529888986654	0.6596529888986653
-6.2451853071795735	0.28912573635925465	0.28912573635925454	0.65322286949154	0.65322286949154
-6.244185307179573	0.29545265163410084	0.2954526516341007	0.6468517788973137	0.6468517788973137
-6.243185307179573	0.30172105533861826	0.30172105533861826	0.6405392093249285	0.6405392093249284
-6.2421853071795725	0.3079314517274392	0.3079314517274393	0.634284656519752	0.634284656519752
-6.241185307179572	0.3140843415284488	0.31408434152844866	0.6280876197538996	0.6280876197538996
-6.240185307179572	0.32018022195271634	0.3201802219527162	0.6219476018163013	0.6219476018163013
