x	f(x)	lagrange_uniform(x)	newton_uniform(x)	lagrange_chebyshev(x)	newton_chebyshev(x)
-6.283185307179586	0.9999999999999978	0.9999999999999978	0.9999999999999978	-2.633730504620192	-2.6337305046201926
-6.282185307179586	0.9910403921519204	0.9951686672987926	0.9951686672987927	-2.614630138594777	-2.6146301385947774
-6.281185307179586	0.9821611384315042	0.9903490196345137	0.9903490196345135	-2.595544501243322	-2.5955445012433227
-6.280185307179585	0.9733615963131236	0.9855410502195524	0.985541050219552	-2.576473585768457	-2.5764735857684578
-6.279185307179585	0.9646411269266821	0.9807447522677414	0.9807447522677412	-2.557417385374253	-2.5574173853742534
-6.278185307179585	0.9559990950620488	0.9759601189943541	0.975960118994354	-2.5383758932662257	-2.5383758932662244
-6.277185307179584	0.947434869173069	0.9711871436161049	0.9711871436161049	-2.5193491026513293	-2.519349102651327
-6.276185307179584	0.9389478213810621	0.9664258193511491	0.9664258193511492	-2.5003370067379618	-2.500337006737963
-6.275185307179584	0.9305373274777262	0.9616761394190824	0.9616761394190826	-2.4813395987359743	-2.481339598735975
-6.274185307179583	0.9222027669276485	0.9569380970409419	0.9569380970409419	-2.462356871856648	-2.462356871856648
-6.273185307179583	0.9139435228702784	0.9522116854392052	0.9522116854392052	-2.443388819312713	-2.443388819312712
-6.272185307179583	0.9057589821214236	0.9474968978377906	0.9474968978377909	-2.424435434318339	-2.424435434318339
-6.271185307179582	0.8976485351743219	0.9427937274620578	0.9427937274620577	-2.4054967100891416	-2.405496710089142
-6.270185307179582	0.8896115762001557	0.9381021675388062	0.9381021675388059	-2.386572639842181	-2.3865726398421803
-6.269185307179582	0.8816475030481965	0.933422211296277	0.9334222112962769	-2.367663216795953	-2.3676632167959544
-6.268185307179581	0.8737557172455042	0.9287538519641523	0.9287538519641525	-2.3487684341704074	-2.348768434170407
-6.267185307179581	0.8659356239960991	0.9240970827735548	0.9240970827735548	-2.329888285186925	-2.3298882851869247
-6.2661853071795806	0.8581866321798003	0.919451896957048	0.9194518969570475	-2.3110227630683355	-2.3110227630683364
-6.26518530717958	0.8505081543505892	0.9148182877486353	0.9148182877486355	-2.2921718610389146	-2.292171861038915
-6.26418530717958	0.8428996067345612	0.9101962483837632	0.9101962483837632	-2.273335572324375	-2.2733355723243753
-6.2631853071795796	0.8353604092275091	0.9055857720993165	0.9055857720993168	-2.2545138901518738	-2.2545138901518746
-6.262185307179579	0.8278899853920191	0.9009868521336234	0.9009868521336231	-2.2357068077500144	-2.2357068077500144
-6.261185307179579	0.8204877624542517	0.8963994817264499	0.8963994817264498	-2.216914318348839	-2.2169143183488385
-6.2601853071795786	0.8131531713003357	0.891823654119006	0.8918236541190053	-2.1981364151798326	-2.198136415179834
-6.259185307179578	0.8058856464723042	0.8872593625539392	0.887259362553939	-2.1793730914759304	-2.1793730914759295
-6.258185307179578	0.7986846261637454	0.8827066002753408	0.8827066002753409	-2.1606243404714975	-2.160624340471498
-6.2571853071795775	0.7915495522150447	0.8781653605287424	0.8781653605287423	-2.1418901554023564	-2.141890155402355
-6.256185307179577	0.784479870108271	0.873635636561115	0.8736356365611149	-2.1231705295057584	-2.1231705295057584
-6.255185307179577	0.7774750289617508	0.8691174216208705	0.8691174216208709	-2.1044654560204115	-2.10446545602041
-6.2541853071795765	0.7705344815242171	0.8646107089578642	0.8646107089578642	-2.085774928186454	-2.0857749281864537
-6.253185307179576	0.7636576841686961	0.8601154918233891	0.8601154918233891	-2.0670989392454766	-2.067098939245476
-6.252185307179576	0.7568440968860612	0.8556317634701811	0.8556317634701808	-2.0484374824405087	-2.048437482440508
-6.2511853071795755	0.7500931832781933	0.8511595171524151	0.8511595171524148	-2.0297905510160215	-2.0297905510160215
-6.250185307179575	0.7434044105509019	0.8466987461257085	0.8466987461257088	-2.011158138217933	-2.0111581382179327
-6.249185307179575	0.7367772495064981	0.8422494436471196	0.8422494436471196	-1.992540237293599	-1.9925402372936
-6.2481853071795745	0.7302111745360639	0.837811602975146	0.837811602975146	-1.9739368414918257	-1.9739368414918252
-6.247185307179574	0.7237056636114615	0.8333852173697275	0.8333852173697275	-1.9553479440628512	-1.955347944062853
-6.246185307179574	0.7172601982769762	0.8289702800922443	0.828970280092244	-1.9367735382583702	-1.9367735382583702
-6.2451853071795735	0.7108742636407432	0.824566784405517	0.8245667844055163	-1.9182136173315065	-1.9182136173315072
-6.244185307179573	0.704547348365897	0.8201747235738077	0.8201747235738069	-1.8996681745368373	-1.8996681745368376
-6.243185307179573	0.6982789446613795	0.8157940908628182	0.8157940908628181	-1.8811372031303757	-1.8811372031303768
-6.2421853071795725	0.6920685482725585	0.8114248795396934	0.8114248795396931	-1.8626206963695857	-1.8626206963695846
-6.241185307179572	0.6859156584715491	0.8070670828730157	0.8070670828730164	-1.844118647513362	-1.8441186475133624
-6.240185307179572	0.6798197780472816	0.8027206941328132	0.802720694132813	-1.8256310498220554	-1.8256310498220552
-6.2391853071795715	0.6737804132953571	0.7983857065905494	0.7983857065905494	-1.8071578965574515	-1.807157896557451
-6.238185307179571	0.6677970740075903	0.7940621135191315	0.7940621135191321	-1.7886991809827797	-1.7886991809827797
-6.237185307179571	0.6618692734613801	0.789749908192909	0.7897499081929086	-1.7702548963627156	-1.7702548963627152
-6.2361853071795705	0.6559965284088508	0.7854490838876683	0.785449083887668	-1.7518250359633738	-1.7518250359633742
-6.23518530717957	0.6501783590657036	0.7811596338806388	0.7811596338806388	-1.7334095930523157	-1.7334095930523157
-6.23418530717957	0.6444142890999208	0.7768815514504904	0.7768815514504914	-1.7150085608985413	-1.7150085608985421
-6.2331853071795695	0.6387038456202218	0.7726148298773374	0.772614829877337	-1.6966219327724978	-1.6966219327724985
-6.232185307179569	0.6330465591643099	0.7683594624427277	0.7683594624427273	-1.6782497019460723	-1.6782497019460731
-6.231185307179569	0.627441963686952	0.7641154424296553	0.7641154424296551	-1.6598918616925973	-1.6598918616925966
-6.2301853071795685	0.6218895965477934	0.7598827631225538	0.7598827631225537	-1.6415484052868434	-1.6415484052868434
-6.229185307179568	0.6163889984990402	0.7556614178072977	0.7556614178072979	-1.6232193260050285	-1.6232193260050294
-6.228185307179568	0.610939713672957	0.7514513997712026	0.751451399771202	-1.6049046171248151	-1.6049046171248147
-6.2271853071795675	0.605541289569121	0.7472527023030232	0.7472527023030227	-1.5866042719253028	-1.5866042719253026
-6.226185307179567	0.600193277041569	0.7430653186929568	0.7430653186929567	-1.5683182836870373	-1.568318283687038
-6.225185307179567	0.5948952302857365	0.7388892422326416	0.7388892422326412	-1.5500466456920083	-1.550046645692009
-6.2241853071795665	0.5896467068252343	0.7347244662151556	0.7347244662151553	-1.5317893512236465	-1.5317893512236473
-6.223185307179566	0.5844472674984926	0.7305709839350182	0.7305709839350177	-1.513546393566826	-1.5135463935668272
-6.222185307179566	0.5792964764451866	0.7264287886881892	0.7264287886881897	-1.4953177660078658	-1.4953177660078651
-6.2211853071795655	0.5741939010925672	0.7222978737720706	0.7222978737720712	-1.4771034618345222	-1.477103461834522
-6.220185307179565	0.5691391121416435	0.7181782324855042	0.7181782324855042	-1.4589034743360003	-1.4589034743360005
-6.219185307179565	0.5641316835531681	0.7140698581287719	0.7140698581287713	-1.4407177968029468	-1.4407177968029465
-6.2181853071795645	0.5591711925335454	0.7099727440035961	0.7099727440035969	-1.4225464225274485	-1.4225464225274482
-6.217185307179564	0.5542572195205767	0.7058868834131445	0.7058868834131442	-1.4043893448030378	-1.4043893448030382
-6.216185307179564	0.5493893481690755	0.701812269662019	0.7018122696620187	-1.3862465569246902	-1.3862465569246905
-6.2151853071795635	0.5445671653363884	0.6977488960562676	0.6977488960562671	-1.3681180521888225	-1.3681180521888225
-6.214185307179563	0.539790261067738	0.6936967559033759	0.6936967559033752	-1.3500038238932948	-1.3500038238932948
-6.213185307179563	0.535058228581501	0.6896558425122711	0.6896558425122712	-1.331903865337411	-1.3319038653374107
-6.2121853071795625	0.5303706642543748	0.6856261491933241	0.6856261491933237	-1.313818169821915	-1.313818169821916
-6.211185307179562	0.5257271676063867	0.6816076692583416	0.6816076692583415	-1.2957467306490003	-1.2957467306490005
-6.210185307179562	0.5211273412858536	0.6776003960205754	0.6776003960205755	-1.2776895411222953	-1.2776895411222953
-6.2091853071795615	0.5165707910542173	0.6736043227947162	0.673604322794716	-1.2596465945468764	-1.2596465945468762
