x	error_lagrange_uniform	error_lagrange_chebyshev	error_newton_uniform	error_newton_chebyshev
-6.283185307179586	0	0	0.2728452960143348	0.27284529601433527
-6.282185307179586	267.20886347349114	267.20886347349153	0.2523463523541587	0.25234635235415914
-6.281185307179586	530.9891914361365	530.9891914361372	0.23235001468452843	0.23235001468452843
-6.280185307179585	791.3694194539642	791.369419453964	0.21284910008091662	0.21284910008091684
-6.279185307179585	1048.377800240315	1048.377800240316	0.19383649782831047	0.1938364978283107
-6.278185307179585	1302.0424046236938	1302.042404623694	0.17530516884786673	0.17530516884786806
-6.277185307179584	1552.3911225112802	1552.39112251128	0.1572481451274459	0.15724814512744567
-6.276185307179584	1799.4516638481375	1799.4516638481377	0.13965852915607224	0.1396585291560718
-6.275185307179584	2043.2515595721115	2043.2515595721109	0.12252949336242613	0.12252949336242569
-6.274185307179583	2283.8181625644606	2283.81816256446	0.10585427955710225	0.10585427955710225
-6.273185307179583	2521.178648596215	2521.178648596215	0.08962619837879737	0.08962619837879826
-6.272185307179583	2755.3600172702754	2755.3600172702736	0.07383862874433245	0.07383862874433167
-6.271185307179582	2986.389092959312	2986.3890929593144	0.058485017302435716	0.05848501730243594
-6.270185307179582	3214.2925257394113	3214.292525739411	0.04355887789143287	0.04355887789143331
-6.269185307179582	3439.0967923195467	3439.0967923195494	0.029053791000595686	0.02905379100059502
-6.268185307179581	3660.82819696686	3660.8281969668606	0.01496340323523826	0.014963403235237704
-6.267185307179581	3879.512872427767	3879.5128724277647	0.00128142678562837	0.001281426785627704
-6.2661853071795806	4095.1767808449335	4095.176780844938	0.011998361100521437	0.011998361100521215
-6.26518530717958	4307.845714670086	4307.845714670085	0.024882118641829654	0.024882118641829876
-6.26418530717958	4517.545297572735	4517.545297572731	0.03737594004339173	0.037375940043392064
-6.2631853071795796	4724.300985344756	4724.300985344759	0.04948585601333666	0.04948585601333655
-6.262185307179579	4928.138066800939	4928.138066800935	0.06121783427570293	0.0612178342757026
-6.261185307179579	5129.081664675405	5129.081664675401	0.07257778007981885	0.07257778007981974
-6.2601853071795786	5327.156736514012	5327.156736514009	0.0835715367061367	0.0835715367061376
-6.259185307179578	5522.388075562686	5522.388075562692	0.09420488596844923	0.09420488596844945
-6.258185307179578	5714.800311651769	5714.800311651775	0.10448354871269916	0.10448354871269927
-6.2571853071795775	5904.417912076321	5904.417912076319	0.11441318531226075	0.11441318531226119
-6.256185307179577	6091.265182472426	6091.265182472429	0.12399939615976396	0.12399939615976407
-6.255185307179577	6275.36626768957	6275.366267689571	0.1332477221555215	0.1332477221555214
-6.2541853071795765	6456.745152658988	6456.745152658988	0.14216364519246194	0.14216364519246216
-6.253185307179576	6635.425663258121	6635.425663258129	0.1507525886377491	0.15075258863774976
-6.252185307179576	6811.431467171111	6811.431467171107	0.15901991781102998	0.1590199178110302
-6.2511853071795755	6984.786074745357	6984.786074745354	0.1669709404592601	0.1669709404592602
-6.250185307179575	7155.512839844261	7155.512839844267	0.1746109072282963	0.1746109072282962
-6.249185307179575	7323.6349606959675	7323.634960695978	0.18194501213113534	0.18194501213113579
-6.2481853071795745	7489.175480738309	7489.175480738313	0.18897839301288333	0.18897839301288388
-6.247185307179574	7652.157289459871	7652.15728945987	0.19571613201249782	0.19571613201249838
-6.246185307179574	7812.603123237243	7812.603123237251	0.20216325602121887	0.20216325602121932
-6.2451853071795735	7970.535566168392	7970.535566168393	0.20832473713785327	0.20832473713785404
-6.244185307179573	8125.9770509022555	8125.977050902253	0.21420549312086945	0.21420549312086923
-6.243185307179573	8278.949859464561	8278.949859464576	0.21981038783723922	0.21981038783723955
-6.2421853071795725	8429.476124079823	8429.476124079822	0.22514423170822107	0.22514423170822134
-6.241185307179572	8577.577827989571	8577.577827989568	0.23021178215195648	0.23021178215195753
-6.240185307179572	8723.276806266886	8723.276806266893	0.23501774402297287	0.2350177440229736
-6.2391853071795715	8866.594746627117	8866.594746627112	0.2395667700486192	0.23956677004861948
-6.238185307179571	9007.553190234938	9007.55319023495	0.24386346126237007	0.24386346126237046
-6.237185307179571	9146.17353250767	9146.173532507672	0.2479123674341444	0.2479123674341448
-6.2361853071795705	9282.477023914911	9282.477023914917	0.2517179874975928	0.2517179874975939
-6.23518530717957	9416.484770774474	9416.484770774487	0.25528476997431826	0.2552847699743189
-6.23418530717957	9548.217736044722	9548.217736044719	0.2586171133951712	0.258617113395172
-6.2331853071795695	9677.69674011314	9677.696740113148	0.261719366718553	0.2617193667185526
-6.232185307179569	9804.942461581402	9804.9424615814	0.26459582974575785	0.2645958297457582
-6.231185307179569	9929.975438046693	9929.975438046693	0.267250753533437	0.2672507535334373
-6.2301853071795685	10052.816066879523	10052.81606687953	0.26968834080306786	0.2696883408030675
-6.229185307179568	10173.484605997899	10173.484605997899	0.2719127463476047	0.27191274634760554
-6.228185307179568	10292.00117463789	10292.001174637888	0.27392807743526376	0.2739280774352643
-6.2271853071795675	10408.385754120725	10408.385754120729	0.27573839421038027	0.2757383942103805
-6.226185307179567	10522.658188616215	10522.658188616226	0.27734771009151715	0.2773477100915171
-6.225185307179567	10634.838185902723	10634.838185902732	0.2787599921667158	0.2787599921667162
-6.2241853071795665	10744.94531812361	10744.94531812361	0.279979161585962	0.2799791615859628
-6.223185307179566	10852.999022540107	10852.99902254011	0.2810090939508967	0.2810090939508968
-6.222185307179566	10959.01860228076	10959.018602280763	0.28185361970171285	0.2818536197017135
-6.2211853071795655	11063.02322708738	11063.023227087377	0.28251652450137305	0.28251652450137427
-6.220185307179565	11165.031934057453	11165.031934057462	0.2830015496170984	0.2830015496170992
-6.219185307179565	11265.063628383234	11265.06362838323	0.28331239229910393	0.283312392299104
-6.2181853071795645	11363.137084087251	11363.137084087255	0.28345270615670903	0.28345270615670926
-6.217185307179564	11459.27094475453	11459.270944754533	0.2834261015317547	0.2834261015317546
-6.216185307179564	11553.483724261216	11553.483724261208	0.2832361458693661	0.2832361458693663
-6.2151853071795635	11645.793807500011	11645.793807500031	0.28288636408611834	0.282886364086119
-6.214185307179563	11736.219451102099	11736.219451102097	0.2823802389355287	0.2823802389355292
-6.213185307179563	11824.778784155675	11824.778784155687	0.2817212113710021	0.2817212113710027
-6.2121853071795625	11911.489808921211	11911.48980892122	0.2809126809062026	0.28091268090620336
-6.211185307179562	11996.3704015433	11996.370401543292	0.2799580059728101	0.27995800597280995
-6.210185307179562	12079.438312759188	12079.438312759205	0.2788605042757836	0.2788605042757837
-6.2091853071795615	12160.711168604039	12160.711168604037	0.2776234531460825	0.27762345314608283
-6.208185307179561	12240.206471112764	12240.206471112759	0.2762500898908603	0.2762500898908616
-6.207185307179561	12317.941599018708	12317.94159901871	0.274743612141208	0.27474361214120757
-6.2061853071795605	12393.933808448948	12393.933808448943	0.2731071781973441	0.2731071781973452
-6.20518530717956	12468.200233616399	12468.200233616397	0.271343907371425	0.2713439073714262
-6.20418530717956	12540.757887508604	12540.7578875086	0.26945688032787696	0.26945688032787724
-6.2031853071795595	12611.623662573289	12611.623662573304	0.26744913942127063	0.26744913942127096
-6.202185307179559	12680.814331400756	12680.814331400765	0.2653236890318365	0.2653236890318369
-6.201185307179559	12748.346547403007	12748.346547403002	0.2630834958985507	0.2630834958985514
-6.2001853071795585	12814.23684548962	12814.236845489633	0.2607314894498467	0.26073148944984764
-6.199185307179558	12878.501642740588	12878.501642740583	0.2582705621319844	0.25827056213198485
-6.198185307179558	12941.157239075754	12941.157239075757	0.25570356973502273	0.2557035697350228
-6.1971853071795575	13002.219817921352	13002.219817921363	0.25303333171650333	0.2530333317165035
-6.196185307179557	13061.705446873135	13061.705446873133	0.25026263152281775	0.25026263152281875
-6.195185307179557	13119.630078356533	13119.630078356531	0.24739421690823157	0.24739421690823105
-6.1941853071795565	13176.009550283676	13176.009550283685	0.24443080025165656	0.24443080025165678
-6.193185307179556	13230.859586707194	13230.859586707202	0.2413750588711519	0.24137505887115251
-6.192185307179556	13284.195798470992	13284.195798471004	0.2382296353361444	0.23822963533614538
-6.1911853071795555	13336.03368385801	13336.033683858002	0.2349971377774472	0.2349971377774478
-6.190185307179555	13386.388629234712	13386.388629234723	0.2316801401949945	0.2316801401949947
-6.189185307179555	13435.275909692728	13435.275909692742	0.22828118276341494	0.22828118276341558
-6.1881853071795545	13482.710689687277	13482.710689687285	0.2248027721354047	0.2248027721354051
-6.187185307179554	13528.708023672621	13528.70802367264	0.22124738174287337	0.22124738174287348
-6.186185307179554	13573.282856734517	13573.282856734517	0.21761745209597194	0.21761745209597155
-6.1851853071795535	13616.450025219623	13616.450025219625	0.21391539107994076	0.21391539107994106
-6.184185307179553	13658.224257361859	13658.224257361873	0.2101435742498257	0.21014357424982583
-6.183185307179553	13698.62017390588	13698.62017390588	0.20630434512307627	0.20630434512307672
-6.1821853071795525	13737.652288727444	13737.652288727464	0.2024000154700068	0.20240001547000686
-6.181185307179552	13775.335009450959	13775.335009450962	0.19843286560218293	0.19843286560218337
