x	error_hermite_uniform	error_hermite_chebyshev
-6.283185307179586	0	0.4370021106055477
-6.282185307179586	4702.657618972754	0.3672334277593987
-6.281185307179586	18552.021305627703	0.30519595110875664
-6.280185307179585	41167.645559029675	0.2503799201086555
-6.279185307179585	72178.8831534669	0.2022993159112536
-6.278185307179585	111224.68869366687	0.16049101286742384
-6.277185307179584	157953.42548975328	0.1245139544709617
-6.276185307179584	212022.6757028188	0.09394835315921302
-6.275185307179584	273099.0537126352	0.06839491339586168
-6.274185307179583	340858.0226596704	0.04747407747315213
-6.273185307179583	414983.7141142098	0.030825293482678817
-6.272185307179583	495168.7508260145	0.01810630491508136
-6.271185307179582	581114.0725085641	0.00899246136008991
-6.270185307179582	672528.7646125389	0.003176049789559321
-6.269185307179582	769129.8900438211	0.00036564591651644385
-6.268185307179581	870642.3237818625	0.0002854851341227427
-6.267185307179581	976798.5903548795	0.0026748525487964026
-6.2661853071795806	1087338.7041289194	0.007287491631674192
-6.26518530717958	1202010.012368393	0.01389103102292355
-6.26418530717958	1320567.0410262747	0.022266429033027668
-6.2631853071795796	1442771.3432227054	0.032207435394853046
-6.262185307179579	1568391.3503712928	0.04352006982990153
-6.261185307179579	1697202.2259129726	0.05602211700119519
-6.2601853071795786	1828985.7216178	0.06954263743458855
-6.259185307179578	1963530.0364156275	0.08392149399925164
-6.258185307179578	2100629.6777170845	0.09900889354665376
-6.2571853071795775	2240085.325186868	0.1146649433162592
-6.256185307179577	2381703.6969318287	0.1307592217244884
-6.255185307179577	2525297.418066842	0.14717036316178234
-6.2541853071795765	2670684.891621985	0.16378565643095389
-6.253185307179576	2817690.17175502	0.1805006564677365
-6.252185307179576	2966142.8392336727	0.19721880899252175
-6.2511853071795755	3115877.8791526817	0.2138510877500044
-6.250185307179575	3266735.5608510966	0.23031564400078164
-6.249185307179575	3418561.3199957246	0.24653746793666764
-6.2481853071795745	3571205.6427971697	0.2624480616985906
-6.247185307179574	3724523.952325267	0.2779851236831238
-6.246185307179574	3878376.496891272	0.2930922438308332
-6.2451853071795735	4032628.2404645723	0.3077186095962616
-6.244185307179573	4187148.7550920853	0.3218187223063458
-6.243185307179573	4341812.11528906	0.3353521236206518
-6.2421853071795725	4496496.794370302	0.3482831318131333
-6.241185307179572	4651085.562691386	0.36058058760170675
-6.240185307179572	4805465.387769748	0.3722176092580759
-6.2391853071795715	4959527.336256044	0.38317135673631997
-6.238185307179571	5113166.477726502	0.3934228045649535
-6.237185307179571	5266281.790267503	0.4029565232527953
-6.2361853071795705	5418776.067823868	0.411760468964952
-6.23518530717957	5570555.829282938	0.4198257812309113
-6.23418530717957	5721531.229266693	0.42714658845208053
-6.2331853071795695	5871615.970604748	0.4337198209817804
-6.232185307179569	6020727.218461357	0.43954503155593583
-6.231185307179569	6168785.516089828	0.44462422285789993
-6.2301853071795685	6315714.702188392	0.44896168200614783
-6.229185307179568	6461441.8298316505	0.45256382175834287
-6.228185307179568	6605897.086952284	0.45543902823042537
-6.2271853071795675	6749013.718347938	0.45759751493418444
-6.226185307179567	6890727.949188712	0.4590511829413151
-6.225185307179567	7030978.910000806	0.45981348698685764
-6.2241853071795665	7169708.563102416	0.4598993073292853
-6.223185307179566	7306861.630468297	0.4593248271890005
-6.222185307179566	7442385.522999529	0.4581074155914676
-6.2211853071795655	7576230.271175708	0.4562655154452757
-6.220185307179565	7708348.457066775	0.45381853668978833
-6.219185307179565	7838695.147682299	0.45078675435114357
-6.2181853071795645	7967227.8296360485	0.44719121134921025
-6.217185307179564	8093906.3451043535	0.4430536259022372
-6.216185307179564	8218692.829056778	0.4383963033796989
-6.2151853071795635	8341551.647738084	0.4332420524575773
-6.214185307179563	8462449.338380672	0.427614105434159
-6.213185307179563	8581354.55012716	0.42153604256783994
-6.2121853071795625	8698237.98614279	0.41503172030214064
-6.211185307179562	8813072.346897943	0.4081252032465944
-6.210185307179562	8925832.274601048	0.40084069978542114
-6.2091853071795615	9036494.29876268	0.3932025011894106
-6.208185307179561	9145036.782871772	0.3852349241095788
-6.207185307179561	9251439.872165296	0.3769622563343574
-6.2061853071795605	9355685.442472791	0.36840870569529405
-6.20518530717956	9457757.05011773	0.3595983520091063
-6.20418530717956	9557639.882857595	0.3505551019470916
-6.2031853071795595	9655320.711845266	0.3413026467257747
-6.202185307179559	9750787.844593976	0.331864422515438
-6.201185307179559	9844031.078928977	0.3222635734661038
-6.2001853071795585	9935041.657908928	0.31252291725320924
-6.199185307179558	10023812.225700254	0.30266491304786497
-6.198185307179558	10110336.78438822	0.2927116318193284
-6.1971853071795575	10194610.651708513	0.2826847288796868
-6.196185307179557	10276630.419683369	0.27260541858341997
-6.195185307179557	10356393.914146686	0.2624944510969252
-6.1941853071795565	10433900.155142477	0.2523720911553799
-6.193185307179556	10509149.318181671	0.24225809872679083
-6.192185307179556	10582142.69634214	0.23217171150529065
-6.1911853071795555	10652882.663197204	0.22213162915797457
-6.190185307179555	10721372.636558099	0.21215599925184286
-6.189185307179555	10787617.043016097	0.2022624047894031
-6.1881853071795545	10851621.28327005	0.19246785328369553
-6.187185307179554	10913391.698225752	0.18278876730554816
-6.186185307179554	10972935.535853006	0.17324097643773545
-6.1851853071795535	11030260.918787364	0.1638397105728135
-6.184185307179553	11085376.81266292	0.15459959449321337
-6.183185307179553	11138292.995163262	0.14553464367404267
-6.1821853071795525	11189020.025777724	0.136658261250939
-6.181185307179552	11237569.216250136	0.12798323609694306
-6.180185307179552	11283952.601707678	0.11952174195422094
-6.1791853071795515	11328182.912457597	0.1112853375681398
-6.178185307179551	11370273.546439491	0.1032849677727436
-6.177185307179551	11410238.542321524	0.09553096547842538
-6.1761853071795505	11448092.553228572	0.08803305451407817
-6.17518530717955	11483850.82109087	0.08080035327754204
-6.17418530717955	11517529.15160188	0.07384137914974792
-6.1731853071795495	11549143.889773928	0.06716405362927036
-6.172185307179549	11578711.896080857	0.060775708145553387
-6.171185307179549	11606250.523176687	0.05468309051044973
-6.1701853071795485	11631777.593179615	0.04889237196896845
-6.169185307179548	11655311.375510845	0.043409154811574924
-6.168185307179548	11676870.565277997	0.0382384805116015
-6.1671853071795475	11696474.262192737	0.03338483835258915
-6.166185307179547	11714141.950012656	0.028852174511664053
-6.165185307179547	11729893.476497639	0.02464390156614782
-6.1641853071795465	11743749.033870831	0.020762908391837975
-6.163185307179546	11755729.139774764	0.017211570422555222
-6.162185307179546	11765854.618713195	0.013991760241537254
-6.1611853071795455	11774146.5839693	0.011104858476475299
-6.160185307179545	11780626.419991363	0.008551764970951281
-6.159185307179545	11785315.765236618	0.006332910206068687
-6.1581853071795445	11788236.495464787	0.004448266947124246
-6.157185307179544	11789410.707472343	0.002897362091023259
-6.156185307179544	11788860.70325915	0.0016792886911830007
-6.1551853071795435	11786608.974618942	0.0007927181375766978
-6.154185307179543	11782678.188145403	0.00023591247037885177
-6.153185307179543	11777091.170645745	6.736806653473426e-06
-6.1521853071795425	11769870.894953754	0.00010267186029316866
-6.151185307179542	11761040.466134358	0.0005208265362663389
-6.150185307179542	11750623.108072072	0.0012579505810588754
-6.1491853071795415	11738642.150435664	0.0023104472718960545
-6.148185307179541	11725121.016011419	0.003674386128156848
-6.147185307179541	11710083.208397845	0.005345515629134434
-6.1461853071795405	11693552.300054375	0.0073192759229170345
