x	error_hermite_uniform	error_hermite_chebyshev
-6.283185307179586	0	0.04393761319013478
-6.282185307179586	335859331.844959	0.029201396348804032
-6.281185307179586	1311640397.1628852	0.018113292594404085
-6.280185307179585	2881252742.0170994	0.010125674468599244
-6.279185307179585	5000685038.889178	0.004749675407546561
-6.278185307179585	7627931018.64161	0.0015502981685349138
-6.277185307179584	10722917660.364628	0.0001418550666576479
-6.276185307179584	14247435577.89615	0.00018372107246178437
-6.275185307179584	18165071543.312103	0.0013763817539373946
-6.274185307179583	22441143089.158916	0.0034577589387033703
-6.273185307179583	27042635132.640068	0.00619979782543556
-6.272185307179583	31938138566.377045	0.009405300090090996
-6.271185307179582	37097790761.74001	0.012904988313060528
-6.270185307179582	42493217932.08835	0.01655478779940167
-6.269185307179582	48097479304.57429	0.02023331257777261
-6.268185307179581	53885013050.4464	0.02383954304487479
-6.267185307179581	59831583925.04338	0.027290683373155544
-6.2661853071795806	65914232569.89348	0.030520187421427925
-6.26518530717958	72111226430.53229	0.03347594248127128
-6.26418530717958	78402012244.819	0.03611860075882822
-6.2631853071795796	84767170057.67702	0.03842004903213314
-6.262185307179579	91188368719.2943	0.040362007439723735
-6.261185307179579	97648322824.91574	0.04193474884837267
-6.2601853071795786	104130751055.41837	0.04313593071645305
-6.259185307179578	110620335878.90277	0.0439695318164226
-6.258185307179578	117102684574.5488	0.04444488660599433
-6.2571853071795775	123564291540.97502	0.044575810442938124
-6.256185307179577	129992501852.31003	0.04437980922490037
-6.255185307179577	136375476026.12914	0.043877367403335366
-6.2541853071795765	142702155968.33264	0.04309130867039146
-6.253185307179576	148962232060.9471	0.042046223950745865
-6.252185307179576	155146111359.70532	0.040767961646659856
-6.2511853071795755	161244886869.1266	0.03928317538544979
-6.250185307179575	167250307863.65405	0.03761892480471185
-6.249185307179575	173154751224.22723	0.03580232518194226
-6.2481853071795745	178951193760.46664	0.03386024197325599
-6.247185307179574	184633185489.43024	0.03181902657066571
-6.246185307179574	190194823842.66003	0.02970428981942863
-6.2451853071795735	195630728773.98492	0.027540710057467943
-6.244185307179573	200936018741.27206	0.025351872647401685
-6.243185307179573	206106287536.0239	0.023160138169488365
-6.2421853071795725	211137581935.41226	0.02098653663135508
-6.241185307179572	216026380152.02002	0.018850685227396302
-6.240185307179572	220769571057.21213	0.016770727348679793
-6.2391853071795715	225364434154.70587	0.014763290702795806
-6.238185307179571	229808620281.53455	0.012843462552937335
-6.237185307179571	234100133014.21622	0.011024780227335995
-6.2361853071795705	238237310758.5309	0.009319235183735786
-6.23518530717957	242218809501.89117	0.00773728903974924
-6.23418530717957	246043586207.86758	0.006287900099127053
-6.2331853071795695	249710882832.97684	0.004978559015867523
-6.232185307179569	253220210946.38763	0.003815332343807376
-6.231185307179569	256571336933.7182	0.002802912818770764
-6.2301853071795685	259764267766.62766	0.0019446753136205253
-6.229185307179568	262799237320.3913	0.0012427374946906156
-6.228185307179568	265676693222.14984	0.0006980242903318334
-6.2271853071795675	268397284212.9944	0.0003103353597305736
-6.226185307179567	270961848007.51608	7.841482290360524e-05
-6.225185307179567	273371399634.90738	2.2580510350422855e-08
-6.2241853071795665	275627120246.13367	7.200661588935287e-05
-6.223185307179566	277730346372.1422	0.00029037573116985627
