x	error_hermite_uniform	error_hermite_chebyshev
-6.283185307179586	0	1.8285096462106678
-6.282185307179586	4.35440161475161	1.6817980143336793
-6.281185307179586	17.2728539543879	1.5430330063301265
-6.280185307179585	38.5407079066674	1.4119623271194017
-6.279185307179585	67.9465897761386	1.2883392725181106
-6.278185307179585	105.28236312211003	1.1719226353354697
-6.277185307179584	150.34309096376205	1.0624766127239473
-6.276185307179584	202.92699834937346	0.9597707147712472
-6.275185307179584	262.8354352866577	0.8635796743198998
-6.274185307179583	329.8728400312266	0.7736833580011175
-6.273185307179583	403.8467027302204	0.6898666784693449
-6.272185307179583	484.56752941816086	0.6119195078242907
-6.271185307179582	571.8488063621124	0.539636592207315
-6.270185307179582	665.5069647532531	0.47281746755899257
-6.269185307179582	765.3613457419743	0.4112663765251226
-6.268185307179581	871.2341658136605	0.35479218649830113
-6.267185307179581	982.950482502305	0.3032083087822943
-6.2661853071795806	1100.3381604391568	0.256332618866836
-6.26518530717958	1223.2278377336006	0.21398737780026333
-6.26418530717958	1351.4528926834835	0.17599915464772253
-6.2631853071795796	1484.8494108121654	0.1421987500227756
-6.262185307179579	1623.2561522295232	0.11242112068017995
-6.261185307179579	1766.5145193142275	0.08650530515803523
-6.2601853071795786	1914.4685247145678	0.06429435045735055
-6.259185307179578	2066.9647596651807	0.045635239747194856
-6.258185307179578	2223.8523626170067	0.030378821083956065
-6.2571853071795775	2384.9829881778555	0.018379737133045526
-6.256185307179577	2550.2107763609374	0.009496355881671747
-6.255185307179577	2719.392322138802	0.0035907023313987985
-6.2541853071795765	2892.386645300081	0.0005283911591686952
-6.253185307179576	3069.0551606064805	0.00017856033583818487
-6.252185307179576	3249.261648247476	0.0024138056911601202
-6.2511853071795755	3432.872224590226	0.007110116414252743
-6.250185307179575	3619.755313222141	0.014146811478913501
-6.249185307179575	3809.7816162836766	0.02340647698298537
-6.2481853071795745	4002.824086088861	0.03477490439122921
-6.247185307179574	4198.757897031104	0.048141029671264324
-6.246185307179574	4397.460417771888	0.06339687331208244
-6.2451853071795735	4598.811183709886	0.08043748121500682
-6.244185307179573	4802.69186972814	0.09916086644684208
-6.243185307179573	5008.986263216936	0.11946795184507486
-6.2421853071795725	5217.580237369985	0.14126251346527907
-6.241185307179572	5428.361724751575	0.164451124860732
-6.240185307179572	5641.2206911324265	0.1889431021844833
-6.2391853071795715	5856.04910959182	0.2146504501042255
-6.238185307179571	6072.740934883876	0.2414878085202487
-6.237185307179571	6291.1920780655655	0.26937240007711843
-6.2361853071795705	6511.300381384257	0.2982239784595898
-6.23518530717957	6732.965593422596	0.3279647774633755
-6.23418530717957	6956.089344498433	0.3585194608316744
-6.2331853071795695	7180.57512231764	0.38981507284821093
-6.232185307179569	7406.328247877572	0.4217809896777691
-6.231185307179569	7633.255851619091	0.4543488714453001
-6.2301853071795685	7861.266849824911	0.4874526150446208
-6.229185307179568	8090.271921262184	0.5210283076680534
-6.228185307179568	8320.18348406711	0.5550141810482427
-6.2271853071795675	8550.91567286966	0.5893505664034803
-6.226185307179567	8782.384316156049	0.623979850078134
-6.225185307179567	9014.506913867137	0.6588464298696417
-6.2241853071795665	9247.202615230506	0.6938966720337475
-6.223185307179566	9480.39219682432	0.729078868959729
-6.222185307179566	9713.99804087081	0.7643431975073393
-6.2211853071795655	9947.944113757465	0.7996416779974619
-6.220185307179565	10182.155944783872	0.834928133848402
-6.219185307179565	10416.56060513226	0.870158151849805
-6.2181853071795645	10651.086687059751	0.9052890430664491
-6.217185307179564	10885.664283310383	0.940279804364039
-6.216185307179564	11120.22496674496	0.9750910805493072
-6.2151853071795635	11354.701770186774	1.009685127116833
-6.214185307179563	11589.029166481401	1.0440257735949205
-6.213185307179563	11823.143048768481	1.0780783874831843
-6.2121853071795625	12056.980710963824	1.1118098387743687
-6.211185307179562	12290.480828449794	1.145188465053036
-6.210185307179562	12523.583438972239	1.1781840371639676
-6.2091853071795615	12756.22992374204	1.210767725443021
