x	error_hermite_uniform	error_hermite_chebyshev
-6.283185307179586	0	1.093540863869343
-6.282185307179586	3.578943641624477e-05	1.0842583097621
-6.281185307179586	0.00014273066597580986	1.0750564008175554
-6.280185307179585	0.00032018580706527633	1.0659344943684084
-6.279185307179585	0.0005675206326147819	1.0568919514029167
-6.278185307179585	0.0008841045745340281	1.0479281365693338
-6.277185307179584	0.001269310727722961	1.0390424181799196
-6.276185307179584	0.0017225158535703056	1.0302341682144383
-6.275185307179584	0.0022431003828572438	1.0215027623230621
-6.274185307179583	0.0028304484182680723	1.0128475798288834
-6.273185307179583	0.00348394773636429	1.0042680037298863
-6.272185307179583	0.004202989789079514	0.9957634207004435
-6.271185307179582	0.0049869697047908446	0.9873332210923877
-6.270185307179582	0.005835286288835673	0.9789767989355265
-6.269185307179582	0.0067473420236532355	0.9706935519377861
-6.268185307179581	0.007722543068486298	0.9624828814849118
-6.267185307179581	0.008760299258552262	0.9543441926396393
-6.2661853071795806	0.00986002410388076	0.9462768941405328
-6.26518530717958	0.011021134787678744	0.9382803984003495
-6.26418530717958	0.012243052164280566	0.9303541215039899
-6.2631853071795796	0.013525200756732914	0.9224974832060825
-6.262185307179579	0.014867008753889577	0.9147099069280792
-6.261185307179579	0.016267908007193355	0.906990819755036
-6.2601853071795786	0.01772733402706894	0.8993396524320078
-6.259185307179578	0.019244725978859845	0.8917558393599834
-6.258185307179578	0.02081952667847875	0.8842388185915367
-6.2571853071795775	0.02245118258765011	0.8767880318260696
-6.256185307179577	0.024139143808795227	0.8694029244046966
-6.255185307179577	0.02588286407960827	0.8620829453048207
-6.2541853071795765	0.02768180076720339	0.8548275471342809
-6.253185307179576	0.029535414862002174	0.8476361861252397
-6.252185307179576	0.031443170971288126	0.8405083221277372
-6.2511853071795755	0.03340453731236581	0.8334434186028504
-6.250185307179575	0.03541898570548285	0.8264409426156155
-6.249185307179575	0.037485991566402865	0.8195003648276001
-6.2481853071795745	0.03960503389867409	0.8126211594891729
-6.247185307179574	0.04177559528563968	0.8058028044315129
-6.246185307179574	0.043997161882079694	0.7990447810582522
-6.2451853071795735	0.04626922340563866	0.7923465743369028
-6.244185307179573	0.048591273127973955	0.7857076727900063
-6.243185307179573	0.050962807865565285	0.7791275684859416
-6.2421853071795725	0.053383327970332295	0.7726057570295436
-6.241185307179572	0.05585233731995565	0.7661417375524245
-6.240185307179572	0.058369343307945964	0.7597350127030421
-6.2391853071795715	0.0609338568334985	0.7533850886365547
-6.238185307179571	0.0635453922910365	0.7470914750043643
-6.237185307179571	0.06620346755958173	0.7408536849434877
-6.2361853071795705	0.0689076039918951	0.7346712350656962
-6.23518530717957	0.07165732640332878	0.728543645446369
-6.23418530717957	0.0744521630605306	0.722470439613196
-6.2331853071795695	0.0772916456698991	0.7164511445346343
-6.232185307179569	0.08017530936583173	0.7104852906081552
-6.231185307179569	0.0831026926988031	0.7045724116483237
-6.2301853071795685	0.08607333762318015	0.6987120448746127
-6.229185307179568	0.08908678948490556	0.6929037308990866
-6.228185307179568	0.09214259700899441	0.6871470137138982
-6.2271853071795675	0.09524031228678864	0.6814414406785428
-6.226185307179567	0.0983794907631036	0.6757865625070056
-6.225185307179567	0.10155969122316788	0.6701819332547005
-6.2241853071795665	0.1047804757793997	0.6646271103052466
-6.223185307179566	0.10804140985805033	0.6591216543571128
-6.222185307179566	0.11134206218563086	0.6536651294100426
-6.2211853071795655	0.11468200477524204	0.648257102751386
-6.220185307179565	0.118060812912757	0.6428971449422807
-6.219185307179565	0.1214780651428064	0.637584829803638
-6.2181853071795645	0.12493334325468708	0.6323197344020511
-6.217185307179564	0.1284262322681069	0.6271014390355406
-6.216185307179564	0.1319563204188003	0.6219295272191687
-6.2151853071795635	0.13552319914404876	0.6168035856705615
-6.214185307179563	0.13912646306802418	0.6117232042952504
-6.213185307179563	0.1427657099870665	0.6066879761719517
-6.2121853071795625	0.14644054085485092	0.6016974975377319
-6.211185307179562	0.15015055976739622	0.5967513677730178
-6.210185307179562	0.15389537394802544	0.5918491893865557
-6.2091853071795615	0.15767459373220072	0.5869905680002472
-6.208185307179561	0.1614878325522604	0.5821751123338861
-6.207185307179561	0.16533470692209418	0.5774024341898328
-6.2061853071795605	0.16921483642167495	0.5726721484375478
-6.20518530717956	0.17312784368155637	0.5679838729980872
-6.20418530717956	0.17707335436728894	0.5633372288285203
