x	f(x)	hermite_uniform(x)	hermite_chebyshev(x)
-6.283185307179586	0.9999999999999978	0.9999999999999978	-88.66672178604735
-6.282185307179586	0.9910403921519204	0.9910009549296533	-88.58088753387266
-6.281185307179586	0.9821611384315042	0.9820038197186259	-88.49507149822485
-6.280185307179585	0.9733615963131236	0.9730085943669159	-88.4092736791039
-6.279185307179585	0.9646411269266821	0.9640152788745227	-88.32349407650982
-6.278185307179585	0.9559990950620488	0.9550238732414467	-88.23773269044258
-6.277185307179584	0.947434869173069	0.9460343774676877	-88.1519895209022
-6.276185307179584	0.9389478213810621	0.9370467915532459	-88.0662645678887
-6.275185307179584	0.9305373274777262	0.9280611154981212	-87.98055783140205
-6.274185307179583	0.9222027669276485	0.9190773493023137	-87.89486931144226
-6.273185307179583	0.9139435228702784	0.9100954929658231	-87.80919900800934
-6.272185307179583	0.9057589821214236	0.9011155464886498	-87.72354692110326
-6.271185307179582	0.8976485351743219	0.8921375098707934	-87.63791305072405
-6.270185307179582	0.8896115762001557	0.8831613831122542	-87.55229739687171
-6.269185307179582	0.8816475030481965	0.8741871662130322	-87.46669995954623
-6.268185307179581	0.8737557172455042	0.8652148591731272	-87.38112073874761
-6.267185307179581	0.8659356239960991	0.8562444619925393	-87.29555973447583
-6.2661853071795806	0.8581866321798003	0.8472759746712686	-87.21001694673093
-6.26518530717958	0.8505081543505892	0.8383093972093149	-87.12449237551289
-6.26418530717958	0.8428996067345612	0.8293447296066783	-87.03898602082171
-6.2631853071795796	0.8353604092275091	0.8203819718633589	-86.95349788265739
-6.262185307179579	0.8278899853920191	0.8114211239793565	-86.8680279610199
-6.261185307179579	0.8204877624542517	0.8024621859546712	-86.78257625590932
-6.2601853071795786	0.8131531713003357	0.7935051577893031	-86.69714276732557
-6.259185307179578	0.8058856464723042	0.7845500394832521	-86.6117274952687
-6.258185307179578	0.7986846261637454	0.7755968310365181	-86.52633043973867
-6.2571853071795775	0.7915495522150447	0.7666455324491013	-86.4409516007355
-6.256185307179577	0.784479870108271	0.7576961437210016	-86.3555909782592
-6.255185307179577	0.7774750289617508	0.7487486648522189	-86.27024857230977
-6.2541853071795765	0.7705344815242171	0.7398030958427534	-86.18492438288719
-6.253185307179576	0.7636576841686961	0.7308594366926051	-86.09961840999148
-6.252185307179576	0.7568440968860612	0.7219176874017738	-86.01433065362261
-6.2511853071795755	0.7500931832781933	0.7129778479702595	-85.9290611137806
-6.250185307179575	0.7434044105509019	0.7040399183980623	-85.84380979046547
-6.249185307179575	0.7367772495064981	0.6951038986851824	-85.7585766836772
-6.2481853071795745	0.7302111745360639	0.6861697888316195	-85.6733617934158
-6.247185307179574	0.7237056636114615	0.6772375888373736	-85.58816511968122
-6.246185307179574	0.7172601982769762	0.668307298702445	-85.50298666247353
-6.2451853071795735	0.7108742636407432	0.6593789184268334	-85.4178264217927
-6.244185307179573	0.704547348365897	0.6504524480105389	-85.33268439763872
-6.243185307179573	0.6982789446613795	0.6415278874535616	-85.24756059001162
-6.2421853071795725	0.6920685482725585	0.6326052367559013	-85.16245499891134
