2 3 2.99517
2 4 2.94893
2 5 3.00066
2 6 2.72924
2 7 2.63398
2 8 2.79092
2 9 2.75979
2 10 2.94893
2 11 2.77125
2 12 2.76085
2 13 2.73927
2 14 2.70584
2 15 2.83494
2 16 2.8048
2 17 2.79421
2 18 2.78596
2 19 2.75113
2 20 2.78244
2 21 2.78626
2 22 2.78773
2 23 2.79035
2 24 2.77835
2 25 2.78089
2 26 2.78209
2 27 2.7829
2 28 2.78525
2 29 2.78331
2 30 2.78304
2 31 2.78299
2 32 2.7829
2 33 2.78351
2 34 2.78341
2 35 2.78337
2 36 2.78334
2 37 2.78326
2 38 2.78334
2 39 2.78335
2 40 2.78336
2 41 2.78336
2 42 2.78335
2 43 2.78335
2 44 2.78335
2 45 2.78335
2 46 2.78336
2 47 2.78335
2 48 2.78335
2 49 2.78335
2 50 2.78334
2 51 2.78334
2 52 2.78334
2 53 2.78333
2 54 2.78333
2 55 2.78332
2 56 2.78332
2 57 2.78331
2 58 2.78331
2 59 2.78331
2 60 2.7833
2 61 2.7833
2 62 2.78329
2 63 2.78328
2 64 2.78328
2 65 2.78327
2 66 2.78327
2 67 2.78326
2 68 2.78326
2 69 2.78325
2 70 2.78325
2 71 2.78324
2 72 2.78324
2 73 2.78323
2 74 2.78323
2 75 2.78322
2 76 2.78322
2 77 2.78321
2 78 2.78321
2 79 2.7832
2 80 2.7832
2 81 2.78319
2 82 2.78319
2 83 2.78318
2 84 2.78318
2 85 2.78317
2 86 2.78317
2 87 2.78316
2 88 2.78316
2 89 2.78315
2 90 2.78315
2 91 2.78314
2 92 2.78314
2 93 2.78313
2 94 2.78313
2 95 2.78312
2 96 2.78312
2 97 2.78312
2 98 2.78311
2 99 2.78311
2 100 2.7831
2 101 2.7831
2 102 2.78309
2 103 2.78309
2 104 2.78309
2 105 2.78308
2 106 2.78308
2 107 2.78307
2 108 2.78307
2 109 2.78307
2 110 2.78306
2 111 2.78306
2 112 2.78306
2 113 2.78305
2 114 2.78305
2 115 2.78305
2 116 2.78304
2 117 2.78304
2 118 2.78303
2 119 2.78303
2 120 2.78303
2 121 2.78302
2 122 2.78302
2 123 2.78302
2 124 2.78301
2 125 2.78301
2 126 2.78301
2 127 2.78301
2 128 2.783
2 129 2.783
2 130 2.783
2 131 2.78299
2 132 2.78299
2 133 2.78299
2 134 2.78298
2 135 2.78298
2 136 2.78298
2 137 2.78298
2 138 2.78297
2 139 2.78297
2 140 2.78297
2 141 2.78296
2 142 2.78296
2 143 2.78296
2 144 2.78296
2 145 2.78295
